purchase_id,customer_id,product_id,purchase_date,quantity,total_amount,first_name,last_name,gender,date_of_birth,email,phone_number,signup_date,address,city,state,zip_code,product_name,category,price_per_unit,brand,product_description
462,47,429,2022-09-04 02:20:23,2,28.68252193068648,Jane,Johnson,Female,1975-11-15 12:17:35,sarah.smith47@mail.com,504-604-9182,2017-02-26 21:27:36,4066 Elm St,Philadelphia,TX,50312,Rice,Grains,5.19,BrandA,Description for Chicken
463,48,300,2022-04-22 19:55:41,4,34.86531586789668,Emily,Davis,Female,1995-07-23 06:37:12,alex.miller48@mail.com,193-864-2827,2021-05-18 07:18:42,7888 Elm St,Philadelphia,AZ,92898,Chicken,Dairy,6.43,BrandC,Description for Rice
464,48,495,2022-04-01 17:34:38,4,184.31935953516103,Emily,Davis,Female,1995-07-23 06:37:12,alex.miller48@mail.com,193-864-2827,2021-05-18 07:18:42,7888 Elm St,Philadelphia,AZ,92898,Bread,Grains,26.73,BrandD,Description for Cheese
465,48,333,2022-05-25 08:56:50,2,23.06473889542018,Emily,Davis,Female,1995-07-23 06:37:12,alex.miller48@mail.com,193-864-2827,2021-05-18 07:18:42,7888 Elm St,Philadelphia,AZ,92898,Eggs,Fruits,2.27,BrandE,Description for Eggs
466,48,481,2022-07-18 17:57:56,3,108.93739636823722,Emily,Davis,Female,1995-07-23 06:37:12,alex.miller48@mail.com,193-864-2827,2021-05-18 07:18:42,7888 Elm St,Philadelphia,AZ,92898,Banana,Dairy,10.27,BrandC,Description for Banana
467,48,449,2023-10-23 04:08:32,5,131.2455099421914,Emily,Davis,Female,1995-07-23 06:37:12,alex.miller48@mail.com,193-864-2827,2021-05-18 07:18:42,7888 Elm St,Philadelphia,AZ,92898,Milk,Dairy,26.34,BrandA,Description for Cheese
468,48,388,2021-07-12 10:28:38,3,40.98283643995989,Emily,Davis,Female,1995-07-23 06:37:12,alex.miller48@mail.com,193-864-2827,2021-05-18 07:18:42,7888 Elm St,Philadelphia,AZ,92898,Banana,Fruits,12.53,BrandA,Description for Milk
469,48,270,2022-12-14 22:35:35,4,65.60947334239714,Emily,Davis,Female,1995-07-23 06:37:12,alex.miller48@mail.com,193-864-2827,2021-05-18 07:18:42,7888 Elm St,Philadelphia,AZ,92898,Pasta,Fruits,28.96,BrandC,Description for Pasta
470,48,391,2021-11-07 01:25:37,2,75.99191734588133,Emily,Davis,Female,1995-07-23 06:37:12,alex.miller48@mail.com,193-864-2827,2021-05-18 07:18:42,7888 Elm St,Philadelphia,AZ,92898,Cheese,Meats,5.06,BrandE,Description for Pasta
471,48,244,2021-11-22 17:07:27,3,103.92811770409492,Emily,Davis,Female,1995-07-23 06:37:12,alex.miller48@mail.com,193-864-2827,2021-05-18 07:18:42,7888 Elm St,Philadelphia,AZ,92898,Bread,Fruits,8.98,BrandA,Description for Milk
472,48,457,2021-11-07 09:44:26,1,7.036495397251667,Emily,Davis,Female,1995-07-23 06:37:12,alex.miller48@mail.com,193-864-2827,2021-05-18 07:18:42,7888 Elm St,Philadelphia,AZ,92898,Pasta,Fruits,11.49,BrandC,Description for Banana
473,48,490,2021-11-06 11:20:33,2,62.34277766639787,Emily,Davis,Female,1995-07-23 06:37:12,alex.miller48@mail.com,193-864-2827,2021-05-18 07:18:42,7888 Elm St,Philadelphia,AZ,92898,Banana,Meats,22.84,BrandC,Description for Eggs
474,48,495,2021-12-28 20:18:06,3,82.27036721302579,Emily,Davis,Female,1995-07-23 06:37:12,alex.miller48@mail.com,193-864-2827,2021-05-18 07:18:42,7888 Elm St,Philadelphia,AZ,92898,Bread,Grains,26.73,BrandD,Description for Cheese
475,48,472,2022-04-18 03:43:48,5,148.610619238753,Emily,Davis,Female,1995-07-23 06:37:12,alex.miller48@mail.com,193-864-2827,2021-05-18 07:18:42,7888 Elm St,Philadelphia,AZ,92898,Butter,Dairy,10.98,BrandA,Description for Chicken
476,48,115,2022-06-18 20:12:27,4,169.7138943428404,Emily,Davis,Female,1995-07-23 06:37:12,alex.miller48@mail.com,193-864-2827,2021-05-18 07:18:42,7888 Elm St,Philadelphia,AZ,92898,Banana,Fruits,28.09,BrandE,Description for Eggs
477,48,119,2021-10-12 18:34:00,1,23.57575673420075,Emily,Davis,Female,1995-07-23 06:37:12,alex.miller48@mail.com,193-864-2827,2021-05-18 07:18:42,7888 Elm St,Philadelphia,AZ,92898,Cheese,Grains,6.15,BrandE,Description for Pasta
478,48,385,2023-03-26 20:17:18,5,25.419621314895604,Emily,Davis,Female,1995-07-23 06:37:12,alex.miller48@mail.com,193-864-2827,2021-05-18 07:18:42,7888 Elm St,Philadelphia,AZ,92898,Rice,Fruits,10.14,BrandE,Description for Milk
479,49,181,2021-03-23 04:56:02,1,33.590931659369964,Robert,Johnson,Male,1978-05-12 05:06:37,robert.williams49@mail.com,963-911-7277,2017-01-03 05:23:05,1168 Pine St,Philadelphia,CA,43742,Bread,Grains,0.58,BrandB,Description for Bread
480,49,227,2020-07-20 06:38:12,4,118.8388787985737,Robert,Johnson,Male,1978-05-12 05:06:37,robert.williams49@mail.com,963-911-7277,2017-01-03 05:23:05,1168 Pine St,Philadelphia,CA,43742,Eggs,Meats,18.76,BrandB,Description for Apple
481,49,295,2022-11-09 10:24:09,1,48.41214262808977,Robert,Johnson,Male,1978-05-12 05:06:37,robert.williams49@mail.com,963-911-7277,2017-01-03 05:23:05,1168 Pine St,Philadelphia,CA,43742,Milk,Fruits,22.07,BrandC,Description for Banana
482,49,315,2018-12-15 23:51:42,3,128.59278847533886,Robert,Johnson,Male,1978-05-12 05:06:37,robert.williams49@mail.com,963-911-7277,2017-01-03 05:23:05,1168 Pine St,Philadelphia,CA,43742,Pasta,Meats,6.47,BrandC,Description for Bread
483,49,301,2017-04-03 15:03:14,3,53.20902785949829,Robert,Johnson,Male,1978-05-12 05:06:37,robert.williams49@mail.com,963-911-7277,2017-01-03 05:23:05,1168 Pine St,Philadelphia,CA,43742,Apple,Fruits,20.8,BrandA,Description for Rice
484,49,227,2017-04-07 02:33:39,2,84.14666674941869,Robert,Johnson,Male,1978-05-12 05:06:37,robert.williams49@mail.com,963-911-7277,2017-01-03 05:23:05,1168 Pine St,Philadelphia,CA,43742,Eggs,Meats,18.76,BrandB,Description for Apple
485,49,493,2018-03-21 04:20:01,2,62.24614638944173,Robert,Johnson,Male,1978-05-12 05:06:37,robert.williams49@mail.com,963-911-7277,2017-01-03 05:23:05,1168 Pine St,Philadelphia,CA,43742,Bread,Meats,23.26,BrandE,Description for Bread
486,49,23,2022-08-11 21:35:37,3,109.98072004774092,Robert,Johnson,Male,1978-05-12 05:06:37,robert.williams49@mail.com,963-911-7277,2017-01-03 05:23:05,1168 Pine St,Philadelphia,CA,43742,Eggs,Fruits,12.27,BrandC,Description for Milk
487,50,43,2021-08-22 10:30:47,4,94.35712042706712,Jessica,Johnson,Female,1997-11-12 17:48:32,linda.rodriguez50@mail.com,356-360-2770,2020-05-19 00:57:55,2542 Pine St,Philadelphia,PA,81371,Milk,Meats,7.03,BrandE,Description for Butter
488,50,82,2020-09-01 21:44:23,3,124.984185584279,Jessica,Johnson,Female,1997-11-12 17:48:32,linda.rodriguez50@mail.com,356-360-2770,2020-05-19 00:57:55,2542 Pine St,Philadelphia,PA,81371,Apple,Fruits,19.25,BrandD,Description for Eggs
489,50,257,2022-11-27 23:29:45,3,31.44976899593842,Jessica,Johnson,Female,1997-11-12 17:48:32,linda.rodriguez50@mail.com,356-360-2770,2020-05-19 00:57:55,2542 Pine St,Philadelphia,PA,81371,Banana,Fruits,20.11,BrandA,Description for Rice
490,51,457,2022-12-03 09:31:20,5,193.3786089702083,Alex,Smith,Female,1961-12-20 07:29:46,john.davis51@mail.com,736-765-4988,2022-09-01 17:53:48,9972 Main St,Chicago,AZ,87269,Pasta,Fruits,11.49,BrandC,Description for Banana
491,52,127,2018-06-07 02:05:10,4,21.213804383066133,John,Williams,Male,1961-08-11 02:08:15,jessica.miller52@mail.com,383-371-8182,2016-04-16 22:09:56,1885 Elm St,New York,AZ,65399,Eggs,Grains,6.95,BrandE,Description for Eggs
492,53,119,2022-05-24 22:53:00,4,75.7084218909161,Emily,Miller,Female,1993-01-24 03:15:31,alex.smith53@mail.com,461-822-4155,2018-02-02 10:33:46,5680 Elm St,Houston,PA,40803,Cheese,Grains,6.15,BrandE,Description for Pasta
493,53,278,2019-03-18 03:22:07,4,175.92288103705374,Emily,Miller,Female,1993-01-24 03:15:31,alex.smith53@mail.com,461-822-4155,2018-02-02 10:33:46,5680 Elm St,Houston,PA,40803,Milk,Fruits,0.61,BrandD,Description for Rice
494,53,409,2020-04-07 16:40:18,4,21.147511536552404,Emily,Miller,Female,1993-01-24 03:15:31,alex.smith53@mail.com,461-822-4155,2018-02-02 10:33:46,5680 Elm St,Houston,PA,40803,Milk,Dairy,2.53,BrandD,Description for Cheese
495,53,105,2021-06-02 10:50:58,3,67.9190713540061,Emily,Miller,Female,1993-01-24 03:15:31,alex.smith53@mail.com,461-822-4155,2018-02-02 10:33:46,5680 Elm St,Houston,PA,40803,Pasta,Grains,15.28,BrandC,Description for Banana
496,53,454,2021-02-08 07:29:14,4,17.35868417640564,Emily,Miller,Female,1993-01-24 03:15:31,alex.smith53@mail.com,461-822-4155,2018-02-02 10:33:46,5680 Elm St,Houston,PA,40803,Butter,Fruits,6.63,BrandD,Description for Cheese
497,53,167,2022-06-15 06:33:25,1,21.77434937503436,Emily,Miller,Female,1993-01-24 03:15:31,alex.smith53@mail.com,461-822-4155,2018-02-02 10:33:46,5680 Elm St,Houston,PA,40803,Apple,Fruits,0.53,BrandC,Description for Chicken
498,53,191,2022-01-24 15:42:03,2,68.19857734892756,Emily,Miller,Female,1993-01-24 03:15:31,alex.smith53@mail.com,461-822-4155,2018-02-02 10:33:46,5680 Elm St,Houston,PA,40803,Milk,Fruits,22.35,BrandD,Description for Rice
499,53,485,2021-11-09 11:59:18,3,131.84237888417272,Emily,Miller,Female,1993-01-24 03:15:31,alex.smith53@mail.com,461-822-4155,2018-02-02 10:33:46,5680 Elm St,Houston,PA,40803,Eggs,Grains,29.64,BrandE,Description for Apple
500,54,219,2018-11-20 13:54:41,2,78.18382601140497,Jane,Garcia,Male,1977-09-18 15:41:47,robert.martinez54@mail.com,639-692-2003,2017-12-31 09:19:36,5913 Pine St,Chicago,CA,39235,Banana,Fruits,17.42,BrandA,Description for Banana
501,54,307,2018-03-09 13:05:35,5,178.0070311646631,Jane,Garcia,Male,1977-09-18 15:41:47,robert.martinez54@mail.com,639-692-2003,2017-12-31 09:19:36,5913 Pine St,Chicago,CA,39235,Apple,Dairy,27.93,BrandB,Description for Bread
502,54,217,2021-12-23 14:14:59,4,89.21868637375078,Jane,Garcia,Male,1977-09-18 15:41:47,robert.martinez54@mail.com,639-692-2003,2017-12-31 09:19:36,5913 Pine St,Chicago,CA,39235,Cheese,Fruits,5.61,BrandB,Description for Cheese
503,54,440,2020-06-12 02:04:37,5,103.66017228902705,Jane,Garcia,Male,1977-09-18 15:41:47,robert.martinez54@mail.com,639-692-2003,2017-12-31 09:19:36,5913 Pine St,Chicago,CA,39235,Bread,Fruits,24.28,BrandE,Description for Cheese
504,54,394,2019-06-06 18:33:15,5,217.8422669270272,Jane,Garcia,Male,1977-09-18 15:41:47,robert.martinez54@mail.com,639-692-2003,2017-12-31 09:19:36,5913 Pine St,Chicago,CA,39235,Chicken,Dairy,3.43,BrandE,Description for Chicken
505,54,377,2023-09-28 07:32:15,1,26.07321543190209,Jane,Garcia,Male,1977-09-18 15:41:47,robert.martinez54@mail.com,639-692-2003,2017-12-31 09:19:36,5913 Pine St,Chicago,CA,39235,Pasta,Meats,9.96,BrandB,Description for Bread
506,54,185,2023-03-20 01:20:09,2,30.80181977559189,Jane,Garcia,Male,1977-09-18 15:41:47,robert.martinez54@mail.com,639-692-2003,2017-12-31 09:19:36,5913 Pine St,Chicago,CA,39235,Eggs,Fruits,8.37,BrandB,Description for Pasta
507,54,298,2022-12-29 16:12:19,1,21.189012468545343,Jane,Garcia,Male,1977-09-18 15:41:47,robert.martinez54@mail.com,639-692-2003,2017-12-31 09:19:36,5913 Pine St,Chicago,CA,39235,Eggs,Fruits,28.93,BrandC,Description for Cheese
508,54,191,2020-10-21 03:25:21,5,43.60652130870239,Jane,Garcia,Male,1977-09-18 15:41:47,robert.martinez54@mail.com,639-692-2003,2017-12-31 09:19:36,5913 Pine St,Chicago,CA,39235,Milk,Fruits,22.35,BrandD,Description for Rice
509,55,402,2021-06-10 07:42:20,4,12.036713900905957,Jessica,Rodriguez,Female,1980-11-27 18:59:33,alex.williams55@mail.com,301-120-2268,2019-11-18 06:08:23,6330 Maple St,Philadelphia,PA,60640,Eggs,Meats,13.61,BrandD,Description for Rice
510,55,44,2020-02-10 09:36:29,4,42.8615388964463,Jessica,Rodriguez,Female,1980-11-27 18:59:33,alex.williams55@mail.com,301-120-2268,2019-11-18 06:08:23,6330 Maple St,Philadelphia,PA,60640,Milk,Meats,8.48,BrandA,Description for Apple
511,55,377,2021-08-20 09:08:24,1,7.913977420901384,Jessica,Rodriguez,Female,1980-11-27 18:59:33,alex.williams55@mail.com,301-120-2268,2019-11-18 06:08:23,6330 Maple St,Philadelphia,PA,60640,Pasta,Meats,9.96,BrandB,Description for Bread
512,55,273,2023-01-06 08:32:26,2,64.29314298646148,Jessica,Rodriguez,Female,1980-11-27 18:59:33,alex.williams55@mail.com,301-120-2268,2019-11-18 06:08:23,6330 Maple St,Philadelphia,PA,60640,Banana,Grains,3.76,BrandE,Description for Eggs
513,55,69,2020-10-13 22:47:54,4,179.5377450735506,Jessica,Rodriguez,Female,1980-11-27 18:59:33,alex.williams55@mail.com,301-120-2268,2019-11-18 06:08:23,6330 Maple St,Philadelphia,PA,60640,Chicken,Fruits,29.06,BrandC,Description for Bread
514,55,467,2020-05-29 17:56:56,1,48.715863356525645,Jessica,Rodriguez,Female,1980-11-27 18:59:33,alex.williams55@mail.com,301-120-2268,2019-11-18 06:08:23,6330 Maple St,Philadelphia,PA,60640,Apple,Meats,17.72,BrandB,Description for Banana
515,55,287,2023-03-19 22:07:56,2,71.99457531109768,Jessica,Rodriguez,Female,1980-11-27 18:59:33,alex.williams55@mail.com,301-120-2268,2019-11-18 06:08:23,6330 Maple St,Philadelphia,PA,60640,Apple,Grains,27.48,BrandA,Description for Bread
516,55,404,2021-09-05 21:31:26,3,104.30471428429033,Jessica,Rodriguez,Female,1980-11-27 18:59:33,alex.williams55@mail.com,301-120-2268,2019-11-18 06:08:23,6330 Maple St,Philadelphia,PA,60640,Milk,Fruits,23.01,BrandB,Description for Cheese
517,55,22,2020-07-09 01:21:52,2,83.77014570149657,Jessica,Rodriguez,Female,1980-11-27 18:59:33,alex.williams55@mail.com,301-120-2268,2019-11-18 06:08:23,6330 Maple St,Philadelphia,PA,60640,Butter,Dairy,2.32,BrandB,Description for Eggs
518,55,22,2021-06-20 05:23:26,1,4.600356226768742,Jessica,Rodriguez,Female,1980-11-27 18:59:33,alex.williams55@mail.com,301-120-2268,2019-11-18 06:08:23,6330 Maple St,Philadelphia,PA,60640,Butter,Dairy,2.32,BrandB,Description for Eggs
519,55,388,2020-08-09 19:59:47,3,83.50715882132253,Jessica,Rodriguez,Female,1980-11-27 18:59:33,alex.williams55@mail.com,301-120-2268,2019-11-18 06:08:23,6330 Maple St,Philadelphia,PA,60640,Banana,Fruits,12.53,BrandA,Description for Milk
520,55,325,2021-12-13 21:45:07,5,35.187958236597446,Jessica,Rodriguez,Female,1980-11-27 18:59:33,alex.williams55@mail.com,301-120-2268,2019-11-18 06:08:23,6330 Maple St,Philadelphia,PA,60640,Banana,Fruits,25.72,BrandC,Description for Apple
521,55,87,2019-11-24 11:48:27,2,95.8040872444262,Jessica,Rodriguez,Female,1980-11-27 18:59:33,alex.williams55@mail.com,301-120-2268,2019-11-18 06:08:23,6330 Maple St,Philadelphia,PA,60640,Bread,Fruits,29.97,BrandB,Description for Rice
522,55,267,2021-08-17 20:21:12,3,112.21757737282768,Jessica,Rodriguez,Female,1980-11-27 18:59:33,alex.williams55@mail.com,301-120-2268,2019-11-18 06:08:23,6330 Maple St,Philadelphia,PA,60640,Cheese,Fruits,25.03,BrandD,Description for Butter
523,55,306,2021-05-14 23:21:48,2,23.44037591837315,Jessica,Rodriguez,Female,1980-11-27 18:59:33,alex.williams55@mail.com,301-120-2268,2019-11-18 06:08:23,6330 Maple St,Philadelphia,PA,60640,Banana,Dairy,24.57,BrandA,Description for Bread
524,55,435,2023-08-05 01:10:02,3,110.02422597922316,Jessica,Rodriguez,Female,1980-11-27 18:59:33,alex.williams55@mail.com,301-120-2268,2019-11-18 06:08:23,6330 Maple St,Philadelphia,PA,60640,Butter,Meats,10.01,BrandB,Description for Rice
525,56,321,2020-12-11 22:21:24,2,17.802046511825544,Emily,Davis,Female,1965-03-07 11:08:32,linda.garcia56@mail.com,562-509-8894,2017-08-25 06:07:22,3218 Maple St,San Antonio,NY,80665,Rice,Grains,13.73,BrandE,Description for Pasta
526,56,223,2021-05-17 20:45:00,4,105.70873875842068,Emily,Davis,Female,1965-03-07 11:08:32,linda.garcia56@mail.com,562-509-8894,2017-08-25 06:07:22,3218 Maple St,San Antonio,NY,80665,Cheese,Meats,12.98,BrandA,Description for Milk
527,56,171,2020-01-01 16:33:59,5,186.8912958636136,Emily,Davis,Female,1965-03-07 11:08:32,linda.garcia56@mail.com,562-509-8894,2017-08-25 06:07:22,3218 Maple St,San Antonio,NY,80665,Milk,Grains,2.53,BrandB,Description for Pasta
528,56,47,2020-05-17 07:41:27,3,114.94309526500768,Emily,Davis,Female,1965-03-07 11:08:32,linda.garcia56@mail.com,562-509-8894,2017-08-25 06:07:22,3218 Maple St,San Antonio,NY,80665,Apple,Dairy,15.44,BrandA,Description for Butter
529,56,463,2018-06-03 01:12:03,1,46.778500960886966,Emily,Davis,Female,1965-03-07 11:08:32,linda.garcia56@mail.com,562-509-8894,2017-08-25 06:07:22,3218 Maple St,San Antonio,NY,80665,Milk,Fruits,18.93,BrandD,Description for Pasta
530,56,67,2022-07-25 00:43:39,2,60.91680864219007,Emily,Davis,Female,1965-03-07 11:08:32,linda.garcia56@mail.com,562-509-8894,2017-08-25 06:07:22,3218 Maple St,San Antonio,NY,80665,Eggs,Dairy,11.8,BrandA,Description for Milk
531,57,285,2021-12-23 01:04:28,2,60.4360160350051,Jane,Brown,Female,1975-06-11 03:42:20,william.johnson57@mail.com,741-741-1526,2021-05-20 03:03:42,5681 Pine St,New York,TX,88194,Eggs,Grains,1.05,BrandE,Description for Cheese
532,57,495,2023-02-06 13:40:22,4,31.251030756125655,Jane,Brown,Female,1975-06-11 03:42:20,william.johnson57@mail.com,741-741-1526,2021-05-20 03:03:42,5681 Pine St,New York,TX,88194,Bread,Grains,26.73,BrandD,Description for Cheese
533,57,318,2022-08-04 13:47:10,2,69.79616542023757,Jane,Brown,Female,1975-06-11 03:42:20,william.johnson57@mail.com,741-741-1526,2021-05-20 03:03:42,5681 Pine St,New York,TX,88194,Butter,Fruits,24.51,BrandE,Description for Bread
534,57,163,2023-08-31 00:05:54,1,1.7449382106214917,Jane,Brown,Female,1975-06-11 03:42:20,william.johnson57@mail.com,741-741-1526,2021-05-20 03:03:42,5681 Pine St,New York,TX,88194,Chicken,Fruits,9.6,BrandA,Description for Pasta
535,57,28,2021-11-06 10:37:54,2,11.297270477198856,Jane,Brown,Female,1975-06-11 03:42:20,william.johnson57@mail.com,741-741-1526,2021-05-20 03:03:42,5681 Pine St,New York,TX,88194,Bread,Meats,14.0,BrandE,Description for Apple
536,57,389,2021-12-30 00:51:15,5,188.19279190187552,Jane,Brown,Female,1975-06-11 03:42:20,william.johnson57@mail.com,741-741-1526,2021-05-20 03:03:42,5681 Pine St,New York,TX,88194,Eggs,Fruits,1.72,BrandA,Description for Banana
537,57,331,2022-01-27 12:56:33,4,170.2301197855353,Jane,Brown,Female,1975-06-11 03:42:20,william.johnson57@mail.com,741-741-1526,2021-05-20 03:03:42,5681 Pine St,New York,TX,88194,Apple,Meats,23.7,BrandB,Description for Milk
538,57,66,2023-10-17 13:18:43,1,40.9512743746652,Jane,Brown,Female,1975-06-11 03:42:20,william.johnson57@mail.com,741-741-1526,2021-05-20 03:03:42,5681 Pine St,New York,TX,88194,Eggs,Grains,13.6,BrandC,Description for Bread
539,57,69,2022-05-25 03:38:48,1,43.65563608736616,Jane,Brown,Female,1975-06-11 03:42:20,william.johnson57@mail.com,741-741-1526,2021-05-20 03:03:42,5681 Pine St,New York,TX,88194,Chicken,Fruits,29.06,BrandC,Description for Bread
540,57,154,2022-09-20 02:22:39,5,19.62162597394325,Jane,Brown,Female,1975-06-11 03:42:20,william.johnson57@mail.com,741-741-1526,2021-05-20 03:03:42,5681 Pine St,New York,TX,88194,Milk,Dairy,4.41,BrandE,Description for Banana
541,57,400,2022-03-12 18:47:36,3,63.07939648267623,Jane,Brown,Female,1975-06-11 03:42:20,william.johnson57@mail.com,741-741-1526,2021-05-20 03:03:42,5681 Pine St,New York,TX,88194,Bread,Meats,28.39,BrandD,Description for Pasta
542,57,88,2021-06-17 03:33:47,2,52.43389577786597,Jane,Brown,Female,1975-06-11 03:42:20,william.johnson57@mail.com,741-741-1526,2021-05-20 03:03:42,5681 Pine St,New York,TX,88194,Pasta,Grains,19.39,BrandB,Description for Rice
543,58,349,2019-06-20 11:51:06,4,82.99411863555376,Sarah,Miller,Male,1988-02-14 07:10:03,jane.brown58@mail.com,900-101-2029,2017-05-15 09:57:04,9422 Oak St,San Antonio,PA,87326,Bread,Dairy,5.87,BrandD,Description for Butter
544,58,389,2020-03-15 07:41:39,2,30.02194526785808,Sarah,Miller,Male,1988-02-14 07:10:03,jane.brown58@mail.com,900-101-2029,2017-05-15 09:57:04,9422 Oak St,San Antonio,PA,87326,Eggs,Fruits,1.72,BrandA,Description for Banana
545,58,65,2023-03-31 18:57:02,5,217.0817725748504,Sarah,Miller,Male,1988-02-14 07:10:03,jane.brown58@mail.com,900-101-2029,2017-05-15 09:57:04,9422 Oak St,San Antonio,PA,87326,Banana,Meats,12.58,BrandD,Description for Butter
546,58,238,2020-11-21 18:53:08,3,133.12117189738458,Sarah,Miller,Male,1988-02-14 07:10:03,jane.brown58@mail.com,900-101-2029,2017-05-15 09:57:04,9422 Oak St,San Antonio,PA,87326,Eggs,Grains,19.09,BrandC,Description for Eggs
547,58,237,2020-12-25 04:53:28,1,46.10423294626518,Sarah,Miller,Male,1988-02-14 07:10:03,jane.brown58@mail.com,900-101-2029,2017-05-15 09:57:04,9422 Oak St,San Antonio,PA,87326,Butter,Fruits,23.01,BrandE,Description for Bread
548,58,139,2023-04-19 19:50:10,2,42.55586813149785,Sarah,Miller,Male,1988-02-14 07:10:03,jane.brown58@mail.com,900-101-2029,2017-05-15 09:57:04,9422 Oak St,San Antonio,PA,87326,Cheese,Meats,10.0,BrandA,Description for Pasta
549,58,78,2018-05-15 17:57:53,1,11.96524565066253,Sarah,Miller,Male,1988-02-14 07:10:03,jane.brown58@mail.com,900-101-2029,2017-05-15 09:57:04,9422 Oak St,San Antonio,PA,87326,Banana,Grains,3.2,BrandE,Description for Rice
550,58,456,2017-06-14 18:46:02,3,69.98684476859432,Sarah,Miller,Male,1988-02-14 07:10:03,jane.brown58@mail.com,900-101-2029,2017-05-15 09:57:04,9422 Oak St,San Antonio,PA,87326,Chicken,Meats,6.81,BrandC,Description for Apple
551,58,485,2023-06-07 12:44:24,2,18.940523066203856,Sarah,Miller,Male,1988-02-14 07:10:03,jane.brown58@mail.com,900-101-2029,2017-05-15 09:57:04,9422 Oak St,San Antonio,PA,87326,Eggs,Grains,29.64,BrandE,Description for Apple
552,58,354,2020-11-10 10:23:22,4,148.1071132125614,Sarah,Miller,Male,1988-02-14 07:10:03,jane.brown58@mail.com,900-101-2029,2017-05-15 09:57:04,9422 Oak St,San Antonio,PA,87326,Rice,Grains,12.61,BrandC,Description for Pasta
553,58,255,2020-09-06 23:26:31,3,76.57250647974286,Sarah,Miller,Male,1988-02-14 07:10:03,jane.brown58@mail.com,900-101-2029,2017-05-15 09:57:04,9422 Oak St,San Antonio,PA,87326,Apple,Grains,19.02,BrandE,Description for Rice
554,59,339,2023-05-08 12:57:53,2,49.04778306836486,Sarah,Jones,Female,1981-02-25 03:52:48,robert.rodriguez59@mail.com,845-866-6382,2021-08-07 08:06:44,185 Pine St,Phoenix,CA,24559,Banana,Grains,18.73,BrandB,Description for Milk
555,59,67,2021-11-14 13:15:45,2,33.57850249650764,Sarah,Jones,Female,1981-02-25 03:52:48,robert.rodriguez59@mail.com,845-866-6382,2021-08-07 08:06:44,185 Pine St,Phoenix,CA,24559,Eggs,Dairy,11.8,BrandA,Description for Milk
556,59,101,2023-04-01 19:16:28,2,70.6421812486737,Sarah,Jones,Female,1981-02-25 03:52:48,robert.rodriguez59@mail.com,845-866-6382,2021-08-07 08:06:44,185 Pine St,Phoenix,CA,24559,Banana,Fruits,10.35,BrandB,Description for Butter
557,59,434,2023-10-31 18:09:45,3,74.02693533804263,Sarah,Jones,Female,1981-02-25 03:52:48,robert.rodriguez59@mail.com,845-866-6382,2021-08-07 08:06:44,185 Pine St,Phoenix,CA,24559,Milk,Meats,16.39,BrandA,Description for Banana
558,59,462,2022-01-21 09:16:43,1,2.772564024107565,Sarah,Jones,Female,1981-02-25 03:52:48,robert.rodriguez59@mail.com,845-866-6382,2021-08-07 08:06:44,185 Pine St,Phoenix,CA,24559,Eggs,Grains,2.52,BrandE,Description for Pasta
559,60,362,2016-08-12 21:56:49,5,48.36072286357751,Linda,Garcia,Female,1973-02-01 13:43:23,jessica.martinez60@mail.com,732-600-1976,2016-06-18 01:41:15,7346 Main St,San Antonio,IL,47589,Bread,Grains,9.38,BrandB,Description for Pasta
560,60,250,2017-02-26 03:50:33,2,77.82811767241017,Linda,Garcia,Female,1973-02-01 13:43:23,jessica.martinez60@mail.com,732-600-1976,2016-06-18 01:41:15,7346 Main St,San Antonio,IL,47589,Chicken,Fruits,13.4,BrandE,Description for Banana
561,60,264,2016-12-03 05:36:06,4,112.22598442836092,Linda,Garcia,Female,1973-02-01 13:43:23,jessica.martinez60@mail.com,732-600-1976,2016-06-18 01:41:15,7346 Main St,San Antonio,IL,47589,Milk,Grains,27.72,BrandA,Description for Bread
562,60,387,2018-04-28 10:32:30,2,71.90748718403509,Linda,Garcia,Female,1973-02-01 13:43:23,jessica.martinez60@mail.com,732-600-1976,2016-06-18 01:41:15,7346 Main St,San Antonio,IL,47589,Bread,Meats,15.75,BrandD,Description for Apple
563,60,379,2016-09-08 08:10:10,3,69.63665578948347,Linda,Garcia,Female,1973-02-01 13:43:23,jessica.martinez60@mail.com,732-600-1976,2016-06-18 01:41:15,7346 Main St,San Antonio,IL,47589,Bread,Grains,28.02,BrandB,Description for Butter
564,60,278,2018-05-15 20:31:04,3,52.1941365210995,Linda,Garcia,Female,1973-02-01 13:43:23,jessica.martinez60@mail.com,732-600-1976,2016-06-18 01:41:15,7346 Main St,San Antonio,IL,47589,Milk,Fruits,0.61,BrandD,Description for Rice
565,60,144,2016-08-04 19:35:59,4,67.78430535400354,Linda,Garcia,Female,1973-02-01 13:43:23,jessica.martinez60@mail.com,732-600-1976,2016-06-18 01:41:15,7346 Main St,San Antonio,IL,47589,Rice,Meats,13.12,BrandD,Description for Pasta
566,60,388,2019-08-09 09:34:56,5,196.74465090751727,Linda,Garcia,Female,1973-02-01 13:43:23,jessica.martinez60@mail.com,732-600-1976,2016-06-18 01:41:15,7346 Main St,San Antonio,IL,47589,Banana,Fruits,12.53,BrandA,Description for Milk
